INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(0,TO_DATE('1977/03/13', 'yyyy/mm/dd'),'mxsbaylw xcwbyyfy','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(168,TO_DATE('1984/11/29', 'yyyy/mm/dd'),'insyjwsvj vyqljhute','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(169,TO_DATE('1979/05/23', 'yyyy/mm/dd'),'mhiuuktpcsd uhwpeeohoqv','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(170,TO_DATE('1970/04/19', 'yyyy/mm/dd'),'nqsunxn vrrlpsy','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(171,TO_DATE('1985/01/25', 'yyyy/mm/dd'),'udwebzimj tuzamsvkk','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(172,TO_DATE('1988/10/30', 'yyyy/mm/dd'),'nbbbyazpco nevrzabmmy','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(173,TO_DATE('1978/04/19', 'yyyy/mm/dd'),'oirqmulik cacvcijzn','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(174,TO_DATE('1978/10/05', 'yyyy/mm/dd'),'ybmjpwcenalg rjugwldbwkri','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(175,TO_DATE('1974/11/09', 'yyyy/mm/dd'),'vijxtstvlo vtcuaqscus','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(176,TO_DATE('1986/05/30', 'yyyy/mm/dd'),'ndlyeivew oaeerumkb','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(177,TO_DATE('1981/03/13', 'yyyy/mm/dd'),'zoljtp zvknvs','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(178,TO_DATE('1994/08/26', 'yyyy/mm/dd'),'evrhutzlqzmq etohiditphzo','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(179,TO_DATE('1976/12/26', 'yyyy/mm/dd'),'hjzrkyeubell ojbwbqgqxwyk','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(180,TO_DATE('1996/04/27', 'yyyy/mm/dd'),'eobkp gbpfs','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(181,TO_DATE('1976/08/21', 'yyyy/mm/dd'),'bixaa kkhwx','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(182,TO_DATE('1997/12/25', 'yyyy/mm/dd'),'jpfmboqkb btqwfwfjp','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(183,TO_DATE('1990/01/23', 'yyyy/mm/dd'),'kwzlupfo bliqigdx','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(184,TO_DATE('1977/03/30', 'yyyy/mm/dd'),'ioslwcnzuxynsc jjilefejjnhilj','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(185,TO_DATE('1970/02/20', 'yyyy/mm/dd'),'qyrktob jkmumqn','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(186,TO_DATE('1977/11/29', 'yyyy/mm/dd'),'skuykuqeo dksmquxlh','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(187,TO_DATE('1975/01/09', 'yyyy/mm/dd'),'cysggbjpe vylirusmu','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(188,TO_DATE('1970/04/22', 'yyyy/mm/dd'),'mgelrfaopu xjigdgsdxx','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(189,TO_DATE('1970/10/26', 'yyyy/mm/dd'),'mpgahickooebe diynmyfjfumbm','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(190,TO_DATE('1993/06/12', 'yyyy/mm/dd'),'dlrol ckkmo','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(191,TO_DATE('1989/07/27', 'yyyy/mm/dd'),'ecgqs dvjve','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(192,TO_DATE('1990/06/19', 'yyyy/mm/dd'),'fluyhrekkjp uubdhutzjkn','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(193,TO_DATE('1981/06/04', 'yyyy/mm/dd'),'hdluwsv hfeeusa','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(194,TO_DATE('1990/08/18', 'yyyy/mm/dd'),'dvkqwbf qfxjfad','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(195,TO_DATE('1992/10/14', 'yyyy/mm/dd'),'cdufso whlaio','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(196,TO_DATE('1981/06/07', 'yyyy/mm/dd'),'fluki frjqb','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(197,TO_DATE('1971/09/15', 'yyyy/mm/dd'),'lmxgbwzqbyfry apeqfmpjmtxso','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(198,TO_DATE('1995/11/15', 'yyyy/mm/dd'),'rjoyvzi qsuhaxg','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(199,TO_DATE('1978/09/30', 'yyyy/mm/dd'),'tgdbxkdphsroor ivqqnevkpsoakw','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(200,TO_DATE('1985/03/29', 'yyyy/mm/dd'),'asegdefiu ocnhujaxw','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(201,TO_DATE('1987/03/03', 'yyyy/mm/dd'),'fwmiw bojlg','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(202,TO_DATE('1970/04/22', 'yyyy/mm/dd'),'zsiomekbdaqod tcbdqeohbtpnh','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(203,TO_DATE('1988/05/15', 'yyyy/mm/dd'),'idcbelxoxyymkj lpvzvxyipklgrf','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(204,TO_DATE('1999/01/17', 'yyyy/mm/dd'),'tcnyfkr unswawv','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(205,TO_DATE('1998/06/22', 'yyyy/mm/dd'),'wijgy tdlqx','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(206,TO_DATE('1978/08/29', 'yyyy/mm/dd'),'jziuv dqwrv','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(207,TO_DATE('1987/08/24', 'yyyy/mm/dd'),'jnxqfudzs xhsjsyswv','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(208,TO_DATE('1972/07/13', 'yyyy/mm/dd'),'xdyhpnfapxxi gsdirwvlnsls','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(209,TO_DATE('1972/04/20', 'yyyy/mm/dd'),'tmzuhkvym sxsfmzzvt','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(210,TO_DATE('1993/12/12', 'yyyy/mm/dd'),'uxebwz hyxdpc','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(211,TO_DATE('1996/09/29', 'yyyy/mm/dd'),'flesmfwpwspjo kqrjkloymlgjy','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(212,TO_DATE('1970/06/04', 'yyyy/mm/dd'),'ejxen xjwlx','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(213,TO_DATE('1976/09/26', 'yyyy/mm/dd'),'anbfyyqq csikssnh','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(214,TO_DATE('1976/08/18', 'yyyy/mm/dd'),'qvbofim peqsdke','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(215,TO_DATE('1986/10/11', 'yyyy/mm/dd'),'wcwezbdph uoatghfru','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(216,TO_DATE('1971/09/29', 'yyyy/mm/dd'),'ezbisvrio atxdbtmji','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(217,TO_DATE('1998/07/09', 'yyyy/mm/dd'),'ovxydnezoygpn lroanaqbbphvr','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(218,TO_DATE('1999/02/07', 'yyyy/mm/dd'),'buprga eezkog','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(219,TO_DATE('1996/10/03', 'yyyy/mm/dd'),'bdwix jqbzr','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(220,TO_DATE('1976/11/22', 'yyyy/mm/dd'),'cqnioddex lnuspeifs','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(221,TO_DATE('1971/08/08', 'yyyy/mm/dd'),'mncay ttoev','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(222,TO_DATE('1974/09/19', 'yyyy/mm/dd'),'qukrguvjxfpx vxcvjyjqjbwe','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(223,TO_DATE('1982/01/22', 'yyyy/mm/dd'),'oqadluqsbpyn aopjgejfiznh','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(224,TO_DATE('1984/05/21', 'yyyy/mm/dd'),'lllub sigfm','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(225,TO_DATE('1990/11/22', 'yyyy/mm/dd'),'tdpuwnpsf jawbickyw','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(226,TO_DATE('1985/12/26', 'yyyy/mm/dd'),'uortkzvbgacnnn byskpwsuhxquww','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(227,TO_DATE('1987/05/20', 'yyyy/mm/dd'),'skhuv wpcgy','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(228,TO_DATE('1975/02/11', 'yyyy/mm/dd'),'rfechojgmzs copmotfvjsz','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(229,TO_DATE('1992/11/17', 'yyyy/mm/dd'),'dthqgvxmhqo ypvikyusxvr','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(230,TO_DATE('1999/06/14', 'yyyy/mm/dd'),'yiahzi xwtpeb','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(231,TO_DATE('1980/11/06', 'yyyy/mm/dd'),'ntgodqxuzcaiy osadqhtqveyjf','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(232,TO_DATE('1984/04/13', 'yyyy/mm/dd'),'msooccyavno nrnqyrmxxug','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(233,TO_DATE('1975/02/02', 'yyyy/mm/dd'),'ibrvjq exnayt','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(234,TO_DATE('1987/11/08', 'yyyy/mm/dd'),'odcbpgeuizfp tkxtjmrisegw','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(235,TO_DATE('1998/01/01', 'yyyy/mm/dd'),'nzwvxjjwbsxraa cqbsxhtnaghymu','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(236,TO_DATE('1982/02/13', 'yyyy/mm/dd'),'gsfixdkpeey alpisaovwst','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(237,TO_DATE('1992/04/21', 'yyyy/mm/dd'),'cqofloitkjby ikrulokrrnid','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(238,TO_DATE('1991/10/02', 'yyyy/mm/dd'),'nwclkibeheesgg sjbezggzhpwaxs','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(239,TO_DATE('1978/02/26', 'yyyy/mm/dd'),'dmhwkztyp allbyhmst','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(240,TO_DATE('1981/08/22', 'yyyy/mm/dd'),'vvsia txfhs','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(241,TO_DATE('1973/04/22', 'yyyy/mm/dd'),'zeqaqtt hobdoea','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(242,TO_DATE('1998/02/26', 'yyyy/mm/dd'),'skupvekvybmhco dbdnrurvnskjzf','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(243,TO_DATE('1973/05/29', 'yyyy/mm/dd'),'naxhvqqp pfzewdlz','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(244,TO_DATE('1990/09/04', 'yyyy/mm/dd'),'pjfaniiqzrv puiwnmdxpsq','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(245,TO_DATE('1975/12/18', 'yyyy/mm/dd'),'krowxmnsgchnv ythohktgbkikx','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(246,TO_DATE('1972/01/19', 'yyyy/mm/dd'),'lcmzudgp bcnoeftq','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(247,TO_DATE('1990/01/04', 'yyyy/mm/dd'),'iketjzqzyrjd mtzxwreuvtya','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(248,TO_DATE('1973/07/26', 'yyyy/mm/dd'),'ojhxownwpmilub ewyrjywhqpjvnq','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(249,TO_DATE('1979/07/09', 'yyyy/mm/dd'),'yedlnu ylzfnd','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(250,TO_DATE('1991/09/07', 'yyyy/mm/dd'),'aflmhiirvlk dtplfkckqta','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(251,TO_DATE('1983/08/14', 'yyyy/mm/dd'),'vnmwngvtq ikdjmcqkv','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(252,TO_DATE('1989/03/19', 'yyyy/mm/dd'),'uwwjavtw ostlputb','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(253,TO_DATE('1975/03/15', 'yyyy/mm/dd'),'nkenomwmmltkrb ewhcgbylwcticg','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(254,TO_DATE('1992/01/08', 'yyyy/mm/dd'),'xgehlazxdo uwaewveqoc','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(255,TO_DATE('1989/10/01', 'yyyy/mm/dd'),'vjuhrqyp xyqkxkmy','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(256,TO_DATE('1985/08/13', 'yyyy/mm/dd'),'wprcivb ciivzxe','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(257,TO_DATE('1994/05/10', 'yyyy/mm/dd'),'hauxjeqzdq bdvctbpyfs','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(258,TO_DATE('1984/07/10', 'yyyy/mm/dd'),'jbsrzx acdaiu','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(259,TO_DATE('1991/01/02', 'yyyy/mm/dd'),'hakiu bdxlv','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(260,TO_DATE('1996/12/05', 'yyyy/mm/dd'),'vlpml annxn','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(261,TO_DATE('1985/01/02', 'yyyy/mm/dd'),'gicpqn pjdjnn','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(262,TO_DATE('1987/07/05', 'yyyy/mm/dd'),'hyckqmmjxgqyr vcswcxtjofcqf','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(263,TO_DATE('1982/01/26', 'yyyy/mm/dd'),'xbpzmpfbwknpuh dskpawodereppo','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(264,TO_DATE('1991/01/13', 'yyyy/mm/dd'),'xszudvb aiaxgcq','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(265,TO_DATE('1992/12/20', 'yyyy/mm/dd'),'vscjuwezsd argosejias','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(266,TO_DATE('1976/07/03', 'yyyy/mm/dd'),'fadcqqh qhpzzkg','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(267,TO_DATE('1997/06/17', 'yyyy/mm/dd'),'hjxttqdz yuqfjgho','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(268,TO_DATE('1977/09/28', 'yyyy/mm/dd'),'wxyjyvdakq tayvxurwcn','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(269,TO_DATE('1999/03/10', 'yyyy/mm/dd'),'ommnla wnwpfe','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(270,TO_DATE('1978/12/24', 'yyyy/mm/dd'),'kgqoz gfyai','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(271,TO_DATE('1981/02/12', 'yyyy/mm/dd'),'oydqoxpfvudcp hylzbqabwphux','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(272,TO_DATE('1999/01/28', 'yyyy/mm/dd'),'ydmyb lsilm','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(273,TO_DATE('1970/01/07', 'yyyy/mm/dd'),'ecrxyabkbh rfmrirwezw','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(274,TO_DATE('1993/01/17', 'yyyy/mm/dd'),'ymbtelgzaidv ioyvppflsjer','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(275,TO_DATE('1987/12/04', 'yyyy/mm/dd'),'yqtbitsiuj xtgxvkvfdu','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(276,TO_DATE('1986/06/14', 'yyyy/mm/dd'),'cynfnnvfiz xorqzkoegh','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(277,TO_DATE('1993/09/09', 'yyyy/mm/dd'),'eoqjokgveyccuj qytdkovrhonxns','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(278,TO_DATE('1990/12/10', 'yyyy/mm/dd'),'kdqmxsr lqprhra','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(279,TO_DATE('1985/08/04', 'yyyy/mm/dd'),'zpbtmhaegn hpbqgzigyt','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(280,TO_DATE('1993/02/26', 'yyyy/mm/dd'),'ynravlcgtth rumiyaqotsz','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(281,TO_DATE('1980/05/29', 'yyyy/mm/dd'),'ecpkqkozhbb ilxflgsbdze','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(282,TO_DATE('1974/04/27', 'yyyy/mm/dd'),'buhvbsnktg gtvgjudhwi','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(283,TO_DATE('1988/08/26', 'yyyy/mm/dd'),'zcelnh aqrkss','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(284,TO_DATE('1994/12/27', 'yyyy/mm/dd'),'yfodzatx xdtkqhvl','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(285,TO_DATE('1989/11/03', 'yyyy/mm/dd'),'btyvdhux uxvnqvuz','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(286,TO_DATE('1986/08/01', 'yyyy/mm/dd'),'ldrsheq doffurq','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(287,TO_DATE('1996/04/20', 'yyyy/mm/dd'),'ifeuhksdhvwmy efvyhufrjtpzu','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(288,TO_DATE('1999/02/21', 'yyyy/mm/dd'),'seyfyfbpcp qmhblhwvcx','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(289,TO_DATE('1980/05/25', 'yyyy/mm/dd'),'uoptiepcnvxlob vqimbmvbluuysh','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(290,TO_DATE('1978/03/08', 'yyyy/mm/dd'),'rrxomgmor cjqyifulj','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(291,TO_DATE('1985/07/25', 'yyyy/mm/dd'),'mxygncpnf zdxycuyfm','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(292,TO_DATE('1995/07/17', 'yyyy/mm/dd'),'gstmeya suvxwqi','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(293,TO_DATE('1988/02/01', 'yyyy/mm/dd'),'ylbccublv sinlxcpdj','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(294,TO_DATE('1981/03/14', 'yyyy/mm/dd'),'fdjmemnezck gwhcjuyqvub','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(295,TO_DATE('1999/08/05', 'yyyy/mm/dd'),'mbbwssp nczqhpk','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(296,TO_DATE('1972/04/12', 'yyyy/mm/dd'),'ykmzmzqeskibyn ghlwnaxunmrwkw','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(297,TO_DATE('1972/11/15', 'yyyy/mm/dd'),'oaeejecgc dqhnejrtr','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(298,TO_DATE('1988/05/02', 'yyyy/mm/dd'),'dyuuart labdmwq','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(299,TO_DATE('1994/09/27', 'yyyy/mm/dd'),'qquwkfippmkbe ypgsxjhdeysqe','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(300,TO_DATE('1972/08/13', 'yyyy/mm/dd'),'ctaukzbecqo pqenwpjwqzj','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(301,TO_DATE('1979/12/15', 'yyyy/mm/dd'),'zerjfnth mvubdxin','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(302,TO_DATE('1984/08/25', 'yyyy/mm/dd'),'cvzcgokinmted himlfdoibpvjr','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(303,TO_DATE('1979/06/23', 'yyyy/mm/dd'),'bhqnopmtsl xdvniwixiq','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(304,TO_DATE('1984/09/28', 'yyyy/mm/dd'),'ksjxqovizgupfb itfrilwsluhuku','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(305,TO_DATE('1988/07/15', 'yyyy/mm/dd'),'tsrdrw zgkpav','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(306,TO_DATE('1976/12/17', 'yyyy/mm/dd'),'zphpfl zxwfvy','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(307,TO_DATE('1978/07/04', 'yyyy/mm/dd'),'igdnyorozb isddteiivs','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(308,TO_DATE('1983/11/01', 'yyyy/mm/dd'),'oqhkl zobpf','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(309,TO_DATE('1981/02/08', 'yyyy/mm/dd'),'fzophigkhvcs gzyyapbtsjti','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(310,TO_DATE('1981/09/05', 'yyyy/mm/dd'),'rwjjkiasoplv ibltwcwelvan','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(311,TO_DATE('1975/05/17', 'yyyy/mm/dd'),'xikwezhmpyyyw dxeeggumwbxes','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(312,TO_DATE('1988/12/26', 'yyyy/mm/dd'),'bfjioekuk giffxvvol','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(313,TO_DATE('1975/11/27', 'yyyy/mm/dd'),'kmwhdsjqgctd hhylaayjeyss','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(314,TO_DATE('1973/08/28', 'yyyy/mm/dd'),'rcqcsxdrxidng obeymbwsprcns','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(315,TO_DATE('1981/07/28', 'yyyy/mm/dd'),'ypdvgzhdwd mjpvfxskpy','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(316,TO_DATE('1996/08/20', 'yyyy/mm/dd'),'cvagvru tzmwddn','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(317,TO_DATE('1979/11/08', 'yyyy/mm/dd'),'shbhdzjpbh pyjkdrznsi','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(318,TO_DATE('1988/04/26', 'yyyy/mm/dd'),'vuwvsikl vtlehqsk','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(319,TO_DATE('1971/01/04', 'yyyy/mm/dd'),'djqwaocpuvlrs naexfbpvfdfen','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(320,TO_DATE('1991/06/17', 'yyyy/mm/dd'),'lixybce qzovcoc','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(321,TO_DATE('1998/03/04', 'yyyy/mm/dd'),'grbep hhcgd','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(322,TO_DATE('1985/05/07', 'yyyy/mm/dd'),'qespwf oaupnn','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(323,TO_DATE('1977/09/30', 'yyyy/mm/dd'),'ruvuukulc yjehaafin','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(324,TO_DATE('1998/07/04', 'yyyy/mm/dd'),'dyaiffh ppkyerl','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(325,TO_DATE('1970/08/03', 'yyyy/mm/dd'),'mjedlvfphk rxfxegwfxg','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(326,TO_DATE('1984/04/27', 'yyyy/mm/dd'),'tqbcm tgejz','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(327,TO_DATE('1993/04/01', 'yyyy/mm/dd'),'ystzlwqznhdrqu gcfuwvldgjvjgx','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(328,TO_DATE('1981/04/13', 'yyyy/mm/dd'),'ummmg dpzcl','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(329,TO_DATE('1987/06/15', 'yyyy/mm/dd'),'gdxrfbanvi nheikkgyrl','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(330,TO_DATE('1976/06/08', 'yyyy/mm/dd'),'fbwatoezqezdh gtfcpybvblasa','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(331,TO_DATE('1972/11/06', 'yyyy/mm/dd'),'rpkbflnvfc sibayfldmd','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(332,TO_DATE('1999/02/28', 'yyyy/mm/dd'),'cyjbtdjvidgo cfeuqfpwdout','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(333,TO_DATE('1981/05/26', 'yyyy/mm/dd'),'plncimaxbny rlfmzfhrkjb','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(334,TO_DATE('1980/09/29', 'yyyy/mm/dd'),'abcpfccikw csxkdafkbe','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(335,TO_DATE('1987/11/29', 'yyyy/mm/dd'),'bhktdo iwijoe','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(336,TO_DATE('1970/10/15', 'yyyy/mm/dd'),'zeoilyxmm ydgszrhll','m');
